,id,uid,name,lat,lng,address,postal_code,city_id,city_name,city_insee,city_tier,phone,email,since,created_at,network_name,conservation_care,funeral_organization,management_and_use_of_funeral_chambers,provide_hearses_and_mourning_cars,supply_covers_coffins_interior_exterior_accessories_urns,supply_personnel_items_services,transport_body_before_after_burial,habilitation_issued_at,habilitation_expired_at,habilitation_number,cinerary_monuments,deceased_transport,establishment_pictures,establishment_video,funeral_accessories_and_urns,marble_services,monuments_maintenance,mpf_url,online_administrative_procedures,online_death_notice,online_quote_request,permanence_days,siret_number,religion,undertaker_type,status
720,39165,50e2ec4bd5e1dc43,Pompes funèbres Centrale de Funéraire - Le Choix Funéraire,43.3632317,5.3567369,"159, avenue de la Viste",13015,18,Marseille,13055,1,0491697605,Centraledefuneraire@wanadoo.fr,,2020-10-23 10:13:14.858124,Le Choix Funéraire,1,1,1,1,1,1,1,,2022-03-16,16.13.178,0,1,1,0,1,1,-1,https://meilleures-pompes-funebres.com/13/marseille-15e-arrondissement/pompes-funebres-centrale-de-funeraire,0,0,1,-1,415 365 030 00048,-1,0,0
721,39166,2dd6f3783ebd5939,Pompes Funèbres Espace Funéraire,43.368072,5.3567267,"28, Avenue de Saint-Antoine",13015,18,Marseille,13055,1,0491961500,efuneraire@gmail.com,,2020-10-23 10:13:14.967852,,1,1,0,1,1,1,1,,2021-05-25,15.13.144,0,1,1,0,1,1,-1,https://meilleures-pompes-funebres.com/13/marseille/espace-funeraire-pompes-funebres,0,1,1,1,447 965 823 00019,-1,0,0
722,39167,3bc4802e1863a802,Pompes Funèbres Archange,43.3556757,5.3418692,"27, Boulevard Jean Labro",13016,18,Marseille,13055,1,0761614578,,,2020-10-23 10:13:15.078026,,0,1,0,1,1,1,1,,2025-03-04,19.13.424,-1,-1,-1,-1,-1,-1,-1,https://meilleures-pompes-funebres.com/13/marseille/pompes-funebres-archange,-1,-1,-1,1,,-1,0,0
723,39168,d0b7a875ccd148c8,POMPES FUNÈBRES Florian LECLERC,43.5358084,5.4451248,"12, Avenue Philippe Solari",13090,16,Aix-en-Provence,13001,1,0442214992,aapf.eguilles@orange.fr,,2020-10-23 10:13:15.190082,Services funéraires Sublimatorium Florian Leclerc,0,1,0,1,1,1,0,,2023-02-14,17.13.568,0,1,0,0,1,1,-1,,0,1,1,-1,800 508 848 00036,-1,0,0
724,39169,1c434a6dc6573595,Pompes Funèbres et Marberie Accueil Funéraire,43.5140464,5.4396597,"4, Avenue Jean Giono",13090,16,Aix-en-Provence,13001,1,0442274131,pascal.leclerc.manosque@gmail.com,,2020-10-23 10:13:15.300709,POMPES FUNEBRES Pascal LECLERC,0,1,0,1,1,1,1,,,15/13/93,0,1,0,0,1,1,-1,https://meilleures-pompes-funebres.com/13/aix-en-provence/pompes-funebres-pascal-leclerc-aix-en-provence,0,1,1,1,388 374 530 00011,-1,0,0
725,39170,74e132e12759758e,Pompes Funebres Genty,43.5452014,5.4287756,"20, Traverse de la Villa Romaine Quartier La Chevalière",13090,16,Aix-en-Provence,13001,1,0442213434,pfgenty@gmail.com,,2020-10-23 10:13:15.409585,,1,1,0,0,0,1,1,,2026-07-06,20.13.0035,-1,-1,-1,-1,-1,-1,-1,https://meilleures-pompes-funebres.com/13/aix-en-provence/pompes-funebres-genty,-1,-1,-1,-1,378 639 439 00025,-1,0,0
726,39171,28d5b105f58d5a01,Pompes Funèbres Aix Funéraire,43.529606,5.446804,"10, Rue des Cordeliers",13100,16,Aix-en-Provence,13001,1,0442961294,aix.funeraire@gmail.com,,2020-10-23 10:13:15.518665,,0,1,1,1,1,1,1,,2020-08-27,14.13.65,0,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/13/aix-en-provence/aix-funeraire,0,1,1,1,380 039 560 00053,-1,0,0
727,39172,dfb3b9dd73664cc8,Agence Aixoise de Pompes Funèbres,43.5127091,5.4724156,47 av Malacrida,13100,16,Aix-en-Provence,13001,1,0442214992,aapf.eguilles@orange.fr,,2020-10-23 10:13:15.629596,Services funéraires Sublimatorium Florian Leclerc,1,1,1,1,1,1,0,,,16/13/321,1,1,0,0,1,1,1,,-1,1,1,1,498 847 433 00071,-1,0,0
728,39173,3574116ab6cadfad,Pompes Funèbres du Sud-Est-Ets La Rosa,43.5323332,5.4453746,"15, Bd Jean Jaurès",13100,16,Aix-en-Provence,13001,1,0442285050,groupelarosa.13100@gmail.com,,2020-10-23 10:13:15.745826,La Maison des obsèques,1,1,0,1,1,0,0,,2022-08-25,16.13.503,1,1,1,0,1,1,-1,https://meilleures-pompes-funebres.com/13/aix-en-provence/pompes-funebres-la-maison-des-obseques-ets-la-rosa,0,1,1,1,,-1,0,0
729,39174,d6031d8ab5f1b0e0,Agence Funéraire Internationale,43.5327978,5.4470151,"8, Bd Aristide Briand",13100,16,Aix-en-Provence,13001,1,0442965958,agence-funeraire-internationale@orange.fr,,2020-10-23 10:13:15.861930,Le Choix Funéraire,0,1,1,0,1,0,0,,2024-11-12,18.13.219,1,1,1,0,1,1,-1,https://meilleures-pompes-funebres.com/13/aix-en-provence/agence-funeraire-internationale,0,1,1,1,429 999 550 00040,-1,0,0
730,39175,6cea434e372d64e5,Pompes Funèbres et Marbrerie Angelus,43.5318124,5.4500621,"30, Rue du Puits Neuf",13100,16,Aix-en-Provence,13001,1,0442285785,aixangelus@orange.fr,,2020-10-23 10:13:15.977109,,0,1,0,0,1,0,0,,2022-01-06,16.13.491,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,1,798 437 315 00012,-1,0,0
731,39176,a145b3232020e225,Entraide Funéraire Sextius,43.5312406,5.4435937,"110, Cours Sextius",13100,16,Aix-en-Provence,13001,1,0442963882,entraidefuneraire@gmail.com,,2020-10-23 10:13:16.093360,,1,1,0,0,1,1,0,,2025-03-04,19.13.471,0,1,0,0,1,1,1,,0,0,0,1,441 892 288 00073,-1,0,0
732,39177,a6b1ed0b5ceef190,HOMMAGE Funéraire,43.5235205,5.4451787,"18, Rue Gustave Desplaces Résidence Les Fontaines",13100,16,Aix-en-Provence,13001,1,0442600085,contact@hommagefuneraire.com,,2020-10-23 10:13:16.202838,,1,1,0,1,1,1,1,,2023-06-01,17.13.528,1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/13/aix-en-provence/hommage-funeraire,0,0,1,1,812 310 258 00015,-1,0,0
733,39178,db0da8d5f3e7f470,POMPES FUNÈBRES AIXOISES,43.5307173,5.4356495,"8, Avenue de Lattre de Tassigny, 13100 Aix-en-Provence",13100,16,Aix-en-Provence,13001,1,0442279393,,,2020-10-23 10:13:16.315704,,0,1,0,1,1,1,1,,2020-07-24,14.13.44,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,1
734,39179,dd54b1f26ac57d70,Pompes Funèbres Archange,43.5259759,5.454763,"27, Bd Carnot",13100,16,Aix-en-Provence,13001,1,0761614578,pfarchange@gmail.com,,2020-10-23 10:13:16.429798,,0,1,0,0,1,0,0,,2020-07-29,14.13.453,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,530 992 502 00043,-1,0,0
735,39180,84f621988a6da18b,Pompes Funèbres et Marbrerie Aixoises,43.5307134,5.4378382,"8, Avenue de Lattre de Tassigny",13100,16,Aix-en-Provence,13001,1,0442170242,Agence-AixEnProvence-2@DIGNITE.FR,,2020-10-23 10:13:16.547661,Dignité Funéraire,0,1,1,1,1,1,1,,2020-06-24,14.13.40,0,1,1,0,1,1,1,,0,1,1,1,,-1,0,0
736,39181,d1c729c524f1b75c,Pompes Funèbres ROBLOT,43.5222692,5.4568237,"66, Cours Gambetta",13100,16,Aix-en-Provence,13001,1,0442968020,Agence-AixEnProvence-1@ROBLOT.FR,,2020-10-23 10:13:16.657382,Pompes Funèbres Roblot,1,1,1,1,1,1,1,,2020-07-24,14.13.43,1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/13/aix-en-provence/pompes-funebres-roblot-societe-ogf,0,1,1,1,,-1,0,0
737,39182,77b684c108532457,Pompes Funèbres du Pays Aixois,43.5329042,5.4463367,"4, Avenue Pasteur",13100,16,Aix-en-Provence,13001,1,0442230313,aix@pompesfunebres-aix.fr,,2020-10-23 10:13:16.772279,,0,1,0,1,1,1,0,,,19-13-0083,0,1,1,0,1,1,1,,0,0,0,1,533 890 984 00024,-1,0,0
738,39183,523a87f1543077b9,Service Catholique des Funérailles,43.5300798,5.4441248,"66, Cours Sextius – Bât. A",13100,16,Aix-en-Provence,13001,1,0442267311,accueil.aixarles@s-c-f.org,,2020-10-23 10:13:16.889716,,0,1,0,1,1,0,0,,,19-13-602,0,1,0,0,1,0,-1,,0,0,1,1,839 190 410 00028,-1,0,0
739,39184,d8a86030acd1fe0e,Agence Funéraire Bouc-Bel-Air,43.4290182,5.4371938,"3, Avenue Roger Guigon",13109,4673,Simiane-Collongue,13107,2,0486316143,agencefuneraireboucbelair@gmail.com,,2020-10-23 10:13:17.002880,,1,1,0,1,1,1,1,,2019-07-02,17.13.520,0,1,-1,-1,1,0,1,,-1,-1,-1,1,809 748 304 00031,-1,0,0
740,39185,ceb8a2e49aebb609,Etablissements Funeraires Du Port,43.4056913,4.9854016,"37, Rue Gambetta",13110,4632,Port-de-Bouc,13077,2,0760839742,etablissementsfunerairesduport@gmail.com,,2020-10-23 10:13:17.116801,,0,1,0,0,1,1,0,,2022-10-09,16.13.511,-1,1,-1,-1,1,0,-1,,-1,-1,-1,1,804 595 577 00029,-1,0,0
741,39186,fc05ad06980b9781,Pompes Funèbres Roc- Eclerc,43.4173786,4.9809196,568 route Nationale Fos,13110,4632,Port-de-Bouc,13077,2,0442401232,Faillaroceclerc@wanadoo.fr,,2020-10-23 10:13:17.233030,Roc Eclerc,1,1,1,1,1,1,1,,2020-09-18,14.13.99,1,1,0,0,1,1,1,https://meilleures-pompes-funebres.com/13/port-de-bouc/roceclerc-failla-port-de-bouc,0,1,1,1,326 672 169 00025,-1,0,0
742,39187,4f8994ca3b2aebf3,SERVICE MUNICIPAL POMPES FUNÈBRES,43.4049283,4.9842678,Hôtel de Ville - Cours Landrivon,13110,4632,Port-de-Bouc,13077,2,0442400404,,,2020-10-23 10:13:17.336763,,0,0,0,0,0,1,0,,2020-08-28,14.13.86,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,5
743,39188,ca65f8e46ed2662c,Pompes Funèbres Pascal Leclerc,43.4539709,5.46835,"9, Bd Bontemps",13120,4686,Gardanne,13041,2,0442274131,pascal.leclerc.manosque@gmail.com,,2020-10-23 10:13:17.452802,POMPES FUNEBRES Pascal LECLERC,0,1,0,0,1,1,0,,,16/13/509,0,1,0,0,1,1,1,,0,1,1,1,388 374 530 00045,-1,0,0
744,39189,32f3dd1cc04782e1,Pompes Funèbres du Sud-Est La Rosa,43.4546755,5.4675374,"14, Boulevard Carnot",13120,4686,Gardanne,13041,2,0442515253,groupelarosa.13120@gmail.com,,2020-10-23 10:13:17.575176,La Maison des obsèques,1,1,1,0,1,1,0,,2022-01-05,16.13.220,1,1,0,0,1,1,1,https://meilleures-pompes-funebres.com/13/gardanne/pompes-funebres-la-maison-des-obseques-ets-la-rosa,0,1,1,1,480 352 921 00021,-1,0,0
745,39190,e0ca45d6c55140f4,ENTREPRISE MENFI JOSEPH,43.4634763,5.4706389,Le Cativel - Chemin des Amandiers,13120,4686,Gardanne,13041,2,0442584716,,,2020-10-23 10:13:17.699989,,0,0,0,0,0,1,0,,2020-09-04,14.13.506,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,10
746,39191,d39844507f647057,Pompes Funèbres Dumas Père et Fils,43.4527616,5.4689233,"18, rue Jules Ferry",13120,4686,Gardanne,13041,2,0488294386,pf.familiale.dumas@gmail.com,,2020-10-23 10:13:17.813922,,1,1,1,1,1,1,1,,2020-09-17,19.13.626,1,1,0,0,1,1,1,,0,0,1,1,853 259 430 00017,-1,0,0
747,39192,2ea411a817157272,POMPES FUNÈBRES MUNICIPALES,43.4557243,5.4706135,Hôtel de Ville – B P. 18 Cours de la République,13120,4686,Gardanne,13041,2,0442517936,Etatcivil@villegardannefr,,2020-10-23 10:13:17.924744,,0,0,0,0,0,1,0,,2020-11-18,14.13.116,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,0
748,39193,d4c4e2d9df1940e9,Pompes Funèbres Marbrerie Pincedé,43.4548467,5.4654329,"57-59, Bd Carnot",13120,4686,Gardanne,13041,2,0442583589,Agence-Gardanne-1@DIGNITE.FR,,2020-10-23 10:13:18.040094,Dignité Funéraire,1,1,1,0,1,1,0,,2020-06-24,14.13.45,1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/13/gardanne/pompes-funebres-pincede,0,1,1,1,542 076 799 04652,-1,0,0
749,39194,7af56fd997cc430d,Espace Funéraire,43.4222752,5.2863014,1068 Avenue Jean Monnet,13127,4636,Vitrolles,13117,1,0442415812,dsespacefuneraire@gmail.com,,2020-10-23 10:13:18.156870,,0,1,1,1,1,1,1,,2021-08-20,15.13.318,0,0,1,0,1,1,1,,0,0,1,1,,-1,0,0
750,39195,74b8a7d455d0414f,LAURA BAROZ THANATOPRAXIE,43.5702958,5.0131047,"340, Chemin de la Cacholle",13140,4644,Miramas,13063,2,0624600397,laurabaroz@sfrfr,,2020-10-23 10:13:18.293389,,1,0,0,0,0,0,0,,2021-10-27,15.13.481,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,10
751,39196,e9a733f3d1af342a,Pompes Funèbres Roc-Eclerc,43.5751477,5.0087455,"360, Chemin du Cimetière",13140,4644,Miramas,13063,2,0490581295,,,2020-10-23 10:13:18.405208,Roc Eclerc,0,1,1,1,1,1,1,,2025-11-22,19-13-0279,-1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/13/miramas/roc-eclerc-ets-gabarre-miramas,-1,1,1,-1,302 077 169 01306,-1,0,0
752,39197,2cf8098c414c242d,Pompes Funèbres Municipale,43.5755942,5.0087918,Chemin du cimetière,13140,4644,Miramas,13063,2,0490585987,Service.funeraire@mairie-miramas.fr,,2020-10-23 10:13:18.521821,,1,1,1,1,1,1,1,,2026-05-28,20-13-0037,-1,-1,-1,-1,1,-1,-1,,-1,-1,-1,1,,-1,0,0
753,39198,b5d68331cbacf54d,France Funérailles,43.8046169,4.6566263,52 Rue de Halles,13150,4637,Tarascon,13108,2,0490497906,francefunerailles@gmail.com,,2020-10-23 10:13:18.633814,,0,1,0,0,1,1,0,,2021-04-23,20-13-0320,-1,-1,1,0,1,0,-1,,0,0,1,1,879 662 435 00020,-1,0,0
754,39199,fec1187d64660eb1,Pompes Funèbres Tarasconnaises,43.81085,4.677591,"193, Chemin de la Draille",13150,4637,Tarascon,13108,2,0490911376,,,2020-10-23 10:13:18.759906,,0,1,1,1,1,1,1,,2024-05-15,20-13-0317,0,1,0,0,1,1,1,https://meilleures-pompes-funebres.com/13/tarascon/pompes-funebres-tarasconnaises,0,0,0,1,483 969 572 00047,-1,0,0
755,39200,6eca99d65e116fd2,Pompes Funèbres Roblot,43.8110468,4.6651212,Route de Mézoargues LD Barailler,13150,4637,Tarascon,13108,2,0490435330,Agence-Tarascon-1@ROBLOT.FR,,2020-10-23 10:13:18.880024,Pompes Funèbres Roblot,0,1,1,0,1,1,0,,2020-09-04,14.13.41,1,1,1,0,1,1,0,https://meilleures-pompes-funebres.com/13/tarascon/pompes-funebres-roblot,0,1,1,1,,-1,0,0
756,39201,66c13b96967e9922,Pompes Funèbres BOURELIER MAGALI & Chambre funéraire,43.8854268,4.8678155,"4, Allée Josime Martin",13160,4616,Châteaurenard,13027,2,0490157573,boureliermagali@free.fr,,2020-10-23 10:13:18.994998,,0,1,1,0,1,1,0,,2023-02-14,17.13.512,-1,1,1,0,0,0,0,https://meilleures-pompes-funebres.com/13/chateaurenard/pompes-funebres-bourelier,0,0,0,1,805 388 337 00018,-1,0,0
757,39202,e7dd7c27bf0c9f0b,FUNAIR STAFF,43.4093853,5.3200696,"4, Avenue du Général Leclerc",13170,4655,Pennes-Mirabeau,13071,2,0647833198,funairstaff@sfrfr,,2020-10-23 10:13:19.114017,,0,0,0,0,0,1,0,,2023-07-20,17.13.524,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,14
758,39203,d91770d2328c131c,Pompes Funèbres Générales,43.3850309,5.345275,"155, Avenue François Mitterrand",13170,4655,Pennes-Mirabeau,13071,2,0491962549,Agence-LesPennesMirabeau-1@PFG.FR,,2020-10-23 10:13:19.232689,PFG Services Funéraires,1,1,0,1,1,1,0,,2024-06-11,18.13.388,1,1,0,0,1,1,1,https://meilleures-pompes-funebres.com/13/les-pennes-mirabeau/pompes-funebres-blondeau-noirault,0,1,1,1,542 076 799 21367,-1,0,0
759,39204,287f96ed1aa89f1d,Pompes Funèbres MANNO Gilles,43.4102881,5.3135792,"46, Avenue Victor Hugo",13170,4655,Pennes-Mirabeau,13071,2,0442771378,pompesfunebres@mannogilles.fr,,2020-10-23 10:13:19.344726,,1,1,0,1,1,1,1,,2024-02-13,12.13.382,1,1,0,0,1,1,1,https://meilleures-pompes-funebres.com/13/les-pennes-mirabeau/pompes-funebres-manno-gilles,0,0,0,1,519 932 552 00010,-1,0,0
760,39205,db5e6e84ff04a296,Pompes Funèbres Marbrerie Gérard Jourdan,43.381931,5.34613,"129, Avenue François Mitterrand",13170,4655,Pennes-Mirabeau,13071,2,0491962450,Agence-LesPennesMirabeau-2@DIGNITE.FR,,2020-10-23 10:13:19.457037,Dignité Funéraire,1,1,0,0,1,0,0,,2019-10-08,13.13.487,1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/13/les-pennes-mirabeau/dignite-funeraire-pompes-funebres-marbrerie,0,1,1,1,542 076 799 23728,-1,0,0
761,39206,9a67ae18706e76c4,ROMEO FUNERAIRE,43.4193899,5.2822718,"18, rue Guy de Maupassant",13170,4655,Pennes-Mirabeau,13071,2,0662189124,,,2020-10-23 10:13:19.575032,,0,0,0,0,0,1,0,,2019-12-26,18.13.605,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,10
762,39207,f3aac706b9b4d8a1,SERVICES FUNÉRAIRES,43.392423,5.320633,142 impasse des Bancaous Domaine du Plateau de Rhodes,13170,4655,Pennes-Mirabeau,13071,2,0630111450,Servicesfuneraires13@gmailcom,,2020-10-23 10:13:19.691810,,0,1,0,1,1,1,1,,2023-02-14,17.13.456,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,10
763,39208,03bf3d2122224293,LABERENNE SERVICES FUNERAIRES,43.3870055,5.2217307,"9155, Avenue des Prés 3A Lot. La Muse – Laure",13180,4635,Gignac-la-Nerthe,13043,3,0666771366,Patricklaberenne@gmailcom,,2020-10-23 10:13:19.803890,,0,1,0,0,0,1,0,,2020-04-03,19.13.601,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,0,0
764,39209,ccea143677bff95a,Pompes Funèbres et Marbrerie Provençale,43.3352412,5.4824645,"10, Rue Fernand Rambert",13190,4594,Allauch,13002,2,0491070815,funerairejourdan@gmail.com,,2020-10-23 10:13:19.918942,,1,1,1,1,1,0,0,,2023-09-06,17.13.533,-1,1,1,0,1,1,-1,,0,1,0,1,752 838 755 00037,-1,0,0
765,39210,2b17db81bef0eba5,Pompes Funèbres ROC ECLERC,43.3357171,5.4820153,"17, Rue Frédéric Chevillon",13190,4594,Allauch,13002,2,0491050240,Roceclercplandecuques@orange.fr,,2020-10-23 10:13:20.037788,Roc Eclerc,1,1,0,1,1,1,0,,2026-06-05,20-13-0048,1,1,0,0,1,1,1,,0,1,1,1,Allauch,-1,0,0
766,39211,ce5999c743f1af30,F.H Marbrerie,43.6816337,4.6251329,"20, Rue Guynemer - Trinquetaille",13200,4629,Arles,13004,1,0490962573,f.h.marbrerie@orange.fr,,2020-10-23 10:13:20.152006,,0,0,0,0,1,1,0,,2025-11-26,19-13-0183,-1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/13/arles/f-h-marbrerie,1,1,1,1,428 959 944 00011,-1,0,0
767,39212,ad8f8b6a9f96c55e,Pompes Funèbres Roc-Eclerc,43.6913399,4.6382349,"116, Avenue Stalingrad",13200,4629,Arles,13004,1,0490936671,,,2020-10-23 10:13:20.265046,Roc Eclerc,0,1,0,1,1,1,1,,2025-10-09,18.13.591,-1,1,1,0,1,1,1,,1,1,1,1,,-1,0,0
768,39213,2f5300818bc554bf,Pompes Funèbres de la ville d'Arles,43.6769203,4.6264062,"1, Rue Balze",13200,4629,Arles,13004,1,0490968343,m.codol@ville-arles.fr,,2020-10-23 10:13:20.379666,,0,1,1,1,1,1,1,,,14.13.75,-1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/13/arles/pompes-funebres-municipales-d-arles,1,1,1,1,,-1,0,0
769,39214,1c7f56bffc632d85,SARL ANDRIEUX,43.640636,4.7563498,Quartier Saint-Hippolyte Raphèle-les-Arles,13200,4629,Arles,13004,1,0490984475,Sarlandrieux13@orangefr,,2020-10-23 10:13:20.488397,,0,0,0,0,1,0,0,,2021-04-19,15.13.78,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,10
770,39215,7dc261f2acde837c,Marbrerie Collado,43.6793485,4.6295009,14 Rue Portagnel,13200,4629,Arles,13004,1,0490963313,marbreriecollado@hotmail.fr,,2020-10-23 10:13:20.606643,,0,0,0,1,0,1,0,,2023-11-23,17.13.535,-1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/13/arles/collado-marbrerie-s-a-r-l,1,1,1,1,813 314 234 00010,-1,0,0
771,39216,c27aa0e17a7b4f22,Pompes Funèbres ALPILLES,43.7935261,4.8296744,"26, Route de Maillane",13210,4587,Saint-Rémy-de-Provence,13100,2,0490943815,pflalpilles@orange.fr,,2020-10-23 10:13:20.720865,,0,1,1,0,1,1,0,,2026-05-26,20-13-0135,-1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/13/saint-remy-de-provence/pompes-funebres-les-alpilles,-1,1,-1,-1,,-1,0,0
772,39217,fcd5d088b35ecf34,Pompes Funèbres LAPLANCHE,43.789677,4.8332576,"37, Bd Mirabeau",13210,4587,Saint-Rémy-de-Provence,13100,2,0490921809,saintremy@ovh.fr,,2020-10-23 10:13:20.832706,,0,1,1,1,1,1,1,,2021-07-08,15.13.275,-1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/13/saint-remy-de-provence/pompes-funebres-laplanche,-1,-1,-1,1,378 864 516 00042,-1,0,0
773,39218,08820e68e8251d09,Pompes Funèbres Roc-Eclerc,43.3835815,5.1641547,"37, Avenue du 4 septembre",13220,4691,Châteauneuf-les-Martigues,13026,2,0442763165,,,2020-10-23 10:13:20.949810,Roc Eclerc,0,1,0,0,1,0,0,,2025-10-08,20-13-0338,-1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/13/chateauneuf-les-martigues/pompes-funebres-roc-eclerc,1,1,1,1,,-1,0,0
774,39219,e02bf1d8f33d996c,ROYAL Funéraire,43.3829449,5.1647438,3 Boulevard Germain Clairin,13220,4691,Châteauneuf-les-Martigues,13026,2,0442075032,contact@royal-funeraire.com,,2020-10-23 10:13:21.062676,,0,1,0,1,1,1,1,,2023-05-09,17.13.446,-1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/13/chateauneuf-les-martigues/royal-funeraire,1,1,1,1,750 877 391 00029,-1,0,0
775,39220,8e5cd5ed92c26432,Pompes Funèbres À Fleur De Pot,43.3908696,4.8004964,"59, Avenue du Port",13230,4613,Port-Saint-Louis-du-Rhône,13078,2,0442860798,afleurdepot13230@gmail.com,,2020-10-23 10:13:21.174705,,0,1,0,0,1,0,0,,2020-12-26,19-13-0290,1,1,0,0,1,1,1,,0,1,1,1,799 068 804 00019,-1,0,0
776,39221,4a4971c9c38d57f5,Pompes Funèbres Marcelle Fleurs,43.3939256,4.7975419,"79, Avenue du Port",13230,4613,Port-Saint-Louis-du-Rhône,13078,2,0442860480,tanterirobert@aol.com,,2020-10-23 10:13:21.285871,,0,1,0,1,1,0,1,,2022-03-02,16.13.185,0,1,1,0,1,0,-1,https://meilleures-pompes-funebres.com/13/port-saint-louis-du-rhone/pompes-funebres-marcelle-fleurs,0,0,0,0,338 451 925 00014,-1,0,0
777,39222,0681cf487f7d3868,Pompes Funèbres Roc'Eclerc,43.388817,4.8023785,"25, Avenue du Port",13230,4613,Port-Saint-Louis-du-Rhône,13078,2,0442862403,faillaroceclerc@wanadoo.fr,,2020-10-23 10:13:21.402402,Roc Eclerc,1,1,0,0,1,1,0,,2020-09-18,14.13.237,1,1,0,0,1,1,1,,0,1,1,1,326 672 169 00074,-1,0,0
778,39223,963a1ccbbe60f653,SARL FUNERAZUR,43.3907874,4.8007724,"9, Rue Condorcet",13230,4613,Port-Saint-Louis-du-Rhône,13078,2,0442862529,funerazur@orangefr,,2020-10-23 10:13:21.491769,,0,1,0,1,1,1,1,,2023-03-29,17.13.133,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,10
779,39224,ca9f8d29011f47a8,Pompes Funèbres Baldassano,43.3876353,5.3597975,"18, Avenue du 18 mai 1945",13240,4640,Septèmes-les-Vallons,13106,2,0491517949,,,2020-10-23 10:13:21.582874,,0,1,0,1,1,1,1,,2021-02-02,15.13.313,0,1,1,0,1,1,0,https://meilleures-pompes-funebres.com/13/septemes-les-vallons/pompes-funebres-de-france-baldassano,0,0,0,1,494 960 149 00016,-1,0,0
780,39225,faf053890e7652bf,AGMF,43.4618502,4.9384363,230 Chemin du Pavillon,13270,4651,Fos-sur-Mer,13039,2,0642247360,psfmag13@yahoocom,,2020-10-23 10:13:21.680646,,0,1,0,0,1,1,0,,2020-04-02,19.13.625,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,1,0
781,39226,b2a1e1794e060f74,Pompes Funèbres Roc'Eclerc,43.447669,4.9358298,Allée des Joncs,13270,4651,Fos-sur-Mer,13039,2,0442861893,,,2020-10-23 10:13:21.794122,Roc Eclerc,1,1,0,0,0,0,0,,2024-03-21,18.13.378,1,1,0,0,1,1,1,https://meilleures-pompes-funebres.com/13/fos-sur-mer/roc-eclerc-s-a-r-l-failla,0,1,1,1,326 672 169 00090,-1,0,0
782,39227,6c40e9f053595eaf,Pompes Funèbres Roc-Eclerc,43.6385841,5.0938525,"2, Allée de la Liberté - Place Morgan",13300,4608,Salon-de-Provence,13103,1,0490565047,,,2020-10-23 10:13:21.992304,Roc Eclerc,0,1,0,0,1,0,0,,2025-08-07,14.13.72,-1,1,1,0,1,1,1,,-1,1,1,1,302 077 169 01355,-1,0,0
783,39228,bd337928b22931d4,Entraide Funéraire,43.6409921,5.0990842,27 Cours Victor Hugo,13300,4608,Salon-de-Provence,13103,1,0490565268,entraidefuneraire@gmail.com,,2020-10-23 10:13:22.111137,,1,1,1,1,1,1,1,,2024-05-22,18.13.246,-1,0,1,0,1,1,1,https://meilleures-pompes-funebres.com/13/salon-de-provence/entraide-funeraire,-1,-1,-1,1,441 892 288 00107,-1,0,0
784,39229,8935f2e54b8f21b8,Funérailles Européennes,43.6399589,5.096464,"57, Rue Trez Castel - RDC",13300,4608,Salon-de-Provence,13103,1,0490562377,funerailleeuropeenne@orange.fr,,2020-10-23 10:13:22.223135,,0,1,0,1,1,0,1,,2022-11-27,16.13.346,-1,1,1,-1,1,1,1,https://meilleures-pompes-funebres.com/13/salon-de-provence/funeraille-europeenne,-1,-1,-1,1,508 087 202 00026,-1,0,0
